business_status,geometry,icon,icon_background_color,icon_mask_base_uri,name,opening_hours,photos,place_id,plus_code,rating,reference,scope,types,user_ratings_total,vicinity,price_level,permanently_closed
OPERATIONAL,"{'location': {'lat': 33.9835027, 'lng': -118.4676804}, 'viewport': {'northeast': {'lat': 33.98494322989272, 'lng': -118.4661716201073}, 'southwest': {'lat': 33.98224357010728, 'lng': -118.4688712798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Venice Canals,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106738461363629250782"">Abir Razzak</a>'], 'photo_reference': 'AeJbb3f-gbAygLmq_et_ujbEZsMBPc2LHq3Bh87UGsH28nocNhodguJgkIdcWniQxRjXkVeKqFm46yKFgU4BSySRH6SDrJedhETxOgUoGKJFabidhLaTCsunwJs0aQ5rVzJmoTKMuJAEczbyHcUxj_Ea0r_2LHtDHTAEEn6p5dyHPYdwYtuj', 'width': 4032}]",ChIJiXJav6K6woARGPmX6Bsp55Y,"{'compound_code': 'XGMJ+CW Venice, Los Angeles, CA, USA', 'global_code': '8553XGMJ+CW'}",4.6,ChIJiXJav6K6woARGPmX6Bsp55Y,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",9356.0,Venice,,
OPERATIONAL,"{'location': {'lat': 34.1124069, 'lng': -118.3512352}, 'viewport': {'northeast': {'lat': 34.1266358, 'lng': -118.34628265}, 'southwest': {'lat': 34.09808020000001, 'lng': -118.35685885}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Runyon Canyon Park,,"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112419762869300023445"">Daniel E Jakes</a>'], 'photo_reference': 'AeJbb3cdFzqCD50C6TxmAcLufUGQswoMmKUjUC_IynhYET6Muv-HHrmXKoffIv7C-pDuKp1yHrIIelU7768zMFWDhjoXATwiZMus6FapqcRpKDgHSSviOLyhVrV5x20Uq_2fdEdg6qdUpolIx7K6GiXO7lWh4222ev0vs9M-3qwwCX-D0-mu', 'width': 4032}]",ChIJhX1uVuC-woARQNzq4-b1Prk,"{'compound_code': '4J6X+XG Los Angeles, California, USA', 'global_code': '85634J6X+XG'}",4.8,ChIJhX1uVuC-woARQNzq4-b1Prk,GOOGLE,"['park', 'tourist_attraction', 'point_of_interest', 'establishment']",4744.0,"2000 N Fuller Ave, Los Angeles",,
OPERATIONAL,"{'location': {'lat': 34.0169567, 'lng': -118.2887764}, 'viewport': {'northeast': {'lat': 34.01893005, 'lng': -118.2862909}, 'southwest': {'lat': 34.01571704999999, 'lng': -118.2914181}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Natural History Museum of Los Angeles County,{'open_now': False},"[{'height': 897, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110103369599199315310"">Joker System</a>'], 'photo_reference': 'AeJbb3cNQexmcDK9BujJVCX7TufLyfthTiR4MIVsKhkBanPak87f92CdxKJMWSJKwKpDcopJ1-0v-CVrEgVQgJ4WAQc1prHXbdbCKFEa7deJVyidel1_Axt4eXVVvRuL31DpgN5nVnC03ZZBBy6oaq_zHMyx0YwRg-glIneIw_YGqUs2oiPd', 'width': 1339}]",ChIJXzARBf3HwoARJyT7uZSV-G4,"{'compound_code': '2P86+QF Los Angeles, California, USA', 'global_code': '85632P86+QF'}",4.8,ChIJXzARBf3HwoARJyT7uZSV-G4,GOOGLE,"['tourist_attraction', 'museum', 'point_of_interest', 'establishment']",9028.0,"900 W Exposition Blvd, Los Angeles",,
CLOSED_TEMPORARILY,"{'location': {'lat': 34.0511063, 'lng': -118.2543871}, 'viewport': {'northeast': {'lat': 34.05243412989272, 'lng': -118.2530821201073}, 'southwest': {'lat': 34.04973447010728, 'lng': -118.2557817798928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,OUE Skyspace LA,,"[{'height': 4594, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116226363536134655648"">Oscar Moreno Fosado</a>'], 'photo_reference': 'AeJbb3f9FV2jJPk0xj1tABxnlADpzMC0GWMG6vHkANb82OMcTAEMKpOQ_nWLa-ELLW4ZkeeVdJTGRdGINmZPrFOvG7q1ZAmue9snwulqriJMkWSm6etZ8SruRVj09ey3sDrj61wUrhjPLmCz-jRdB1gP6yuWYjud9dcIxSzMmUN9dznJ4lyS', 'width': 3482}]",ChIJS8kiFbPHwoAR2U3en8iDAzI,"{'compound_code': '3P2W+C6 Los Angeles, California, USA', 'global_code': '85633P2W+C6'}",4.5,ChIJS8kiFbPHwoAR2U3en8iDAzI,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",5673.0,"633 W 5th St #840, Los Angeles",,1.0
OPERATIONAL,"{'location': {'lat': 34.1483481, 'lng': -118.2840899}, 'viewport': {'northeast': {'lat': 34.14955082989272, 'lng': -118.2826694201073}, 'southwest': {'lat': 34.14685117010728, 'lng': -118.2853690798927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Los Angeles Zoo,{'open_now': False},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101411927450051584718"">Xuyang Liu</a>'], 'photo_reference': 'AeJbb3foGHEkbvQzLZBvsBxfcQK-ReCog4MDZUqzz8OXiMbFnPObYPd2j8Gohh5MC3EfZvarGXEY6aku1NJPs_vahe_vY0wVYjhMqK-Q6QTIGcU73unLaxL4uRlHPCJ-A-mmV4lbJFvmhMYY3vwiCMhNhPK_o1xv93z1pKQT09Ojjk-345ZX', 'width': 5312}]",ChIJ1cdRl2XAwoAR_WUoKRXLQTY,"{'compound_code': '4PX8+89 Los Angeles, California, USA', 'global_code': '85634PX8+89'}",4.4,ChIJ1cdRl2XAwoAR_WUoKRXLQTY,GOOGLE,"['zoo', 'tourist_attraction', 'park', 'point_of_interest', 'establishment']",16204.0,"5333 Zoo Dr, Los Angeles",,
OPERATIONAL,"{'location': {'lat': 34.0639323, 'lng': -118.3592293}, 'viewport': {'northeast': {'lat': 34.06549627989271, 'lng': -118.3578256701073}, 'southwest': {'lat': 34.06279662010727, 'lng': -118.3605253298928}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/museum-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/museum_pinlet,Los Angeles County Museum of Art,{'open_now': False},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109147016533058323735"">Gabby Vargas</a>'], 'photo_reference': 'AeJbb3cRM47v1n06GGg7-VC9_mcuNDGA5R3uispD6XBpi2_VfY5_M8i1A3IPFqIt8nk-cHVYfTzVR2SnTsiV3oVrbcJczQ3GxhaZyRTVl8xSxCXQFJQtIB8jX7QY7xWH3Vk609AbC1AgPiOxD5ZlWX7r7Qwf7khA8YdwIBulkrov5212MuwG', 'width': 4160}]",ChIJsXqcyjy5woARNz6sOh0ZmwA,"{'compound_code': '3J7R+H8 Los Angeles, California, USA', 'global_code': '85633J7R+H8'}",4.6,ChIJsXqcyjy5woARNz6sOh0ZmwA,GOOGLE,"['tourist_attraction', 'art_gallery', 'museum', 'point_of_interest', 'establishment']",15520.0,"5905 Wilshire Blvd, Los Angeles",,
OPERATIONAL,"{'location': {'lat': 34.1341151, 'lng': -118.3215482}, 'viewport': {'northeast': {'lat': 34.14120219999999, 'lng': -118.2894589}, 'southwest': {'lat': 34.11410300000001, 'lng': -118.3326229}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Hollywood Sign,,"[{'height': 1200, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101891712884584145153"">Joachim Hellqvist</a>'], 'photo_reference': 'AeJbb3c3sDMYN2jKeNYN34drYsd8Q97eltGeR0zwGS0If_LUDBfGv-G-n73YaSWc1hzuiZa5ZJ7_3Ah-nYFht0gtOXYKj5fCSqodipxNFzkfumVv9L5BMc2ChbrG06RUscwuag7nzUktQo6iStQH57lnCsvuz7czNN5oUgwSNdRWOP-e5fE', 'width': 1200}]",ChIJfVpQRQq_woARQ5hwJsast6s,"{'compound_code': '4MMH+J9 Los Angeles, California, USA', 'global_code': '85634MMH+J9'}",4.6,ChIJfVpQRQq_woARQ5hwJsast6s,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",8184.0,Los Angeles,,
OPERATIONAL,"{'location': {'lat': 34.1290452, 'lng': -118.1145242}, 'viewport': {'northeast': {'lat': 34.13539975, 'lng': -118.1071622}, 'southwest': {'lat': 34.12514675000001, 'lng': -118.1169782}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,"The Huntington Library, Art Museum, and Botanical Gardens",{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106486448736921595332"">editon black</a>'], 'photo_reference': 'AeJbb3dsxfDFVxQoB1I11MzI1eNyvZMCjOciQJ9_F5_eNDLIP2gZjY5aRN_yDN41KYcJv5Os09-kT1xrcyUCeBK1SvZcxUYgB9iCrnSrohxUP5SDYuXGsQJKG195ZtfwHHj9QXDYPu6z5AEtf_Rxa8hywv7u8VFdy-IR9tQV3MKJWzhOdXp_', 'width': 4032}]",ChIJc1xhAk3bwoARBBlfKQzXKLM,"{'compound_code': '4VHP+J5 San Marino, California, USA', 'global_code': '85634VHP+J5'}",4.8,ChIJc1xhAk3bwoARBBlfKQzXKLM,GOOGLE,"['tourist_attraction', 'art_gallery', 'park', 'museum', 'point_of_interest', 'establishment']",4456.0,"1151 Oxford Rd, San Marino",,
OPERATIONAL,"{'location': {'lat': 34.050604, 'lng': -118.2478573}, 'viewport': {'northeast': {'lat': 34.05204362989272, 'lng': -118.2465599701073}, 'southwest': {'lat': 34.04934397010728, 'lng': -118.2492596298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,#13B5C7,https://maps.gstatic.com/mapfiles/place_api/icons/v2/generic_pinlet,Bradbury Building,{'open_now': False},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110376054347671117708"">Jonathan Lui</a>'], 'photo_reference': 'AeJbb3dYk76FPx_-1UKQj-rAItskE1w6ObLeqTfNTc1SLhx6H3niRoq_TXRCzUnXa4LExbtbKKcqFZZssnkoDTmwrakSxU09scKml8OzM7HBHyRs6TYa5Ea0LWBNbraMdXTDz2ySRyze1xBi24rnSxdGuezHElL2pvxEV8B-67QARtHtiXDG', 'width': 3024}]",ChIJBYuC8kvGwoAROxBTjwqfWpU,"{'compound_code': '3Q22+6V Los Angeles, California, USA', 'global_code': '85633Q22+6V'}",4.5,ChIJBYuC8kvGwoAROxBTjwqfWpU,GOOGLE,"['tourist_attraction', 'point_of_interest', 'establishment']",1671.0,"304 S Broadway, Los Angeles",,
OPERATIONAL,"{'location': {'lat': 34.1364556, 'lng': -118.3539296}, 'viewport': {'northeast': {'lat': 34.13790252989272, 'lng': -118.3523310701073}, 'southwest': {'lat': 34.13520287010728, 'lng': -118.3550307298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Universal CityWalk Hollywood,{},"[{'height': 2340, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101868101285477294759"">Oscar Nava</a>'], 'photo_reference': 'AeJbb3dXHH6nwB9vV3-LM3sn8NmyHCXXVc98yUyJDxIbvIuBnoC6zhbvvtcz6LG7l-sHYPGompydJk7WisgXUrjP1AxOceD6cMw_G6fdLmWudDkdS96SSAseQetkm-XDezOTIK-C0E4Dg6VlVQbgF2_Jy3pp4M90LQuka1MdJ3Mrd0yopaeV', 'width': 4160}]",ChIJdzBcVka-woARXKXAmSS8NW4,"{'compound_code': '4JPW+HC Universal City, California, USA', 'global_code': '85634JPW+HC'}",4.6,ChIJdzBcVka-woARXKXAmSS8NW4,GOOGLE,"['shopping_mall', 'tourist_attraction', 'point_of_interest', 'establishment']",53284.0,"100 Universal City Plaza, Universal City",,
OPERATIONAL,"{'location': {'lat': 34.2009509, 'lng': -118.2118943}, 'viewport': {'northeast': {'lat': 34.20557764999999, 'lng': -118.20901235}, 'southwest': {'lat': 34.19940865, 'lng': -118.2128549500001}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,#4DB546,https://maps.gstatic.com/mapfiles/place_api/icons/v2/tree_pinlet,Descanso Gardens,{'open_now': False},"[{'height': 426, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105033852898332174494"">Vinh P</a>'], 'photo_reference': 'AeJbb3eUbDd_WX60jOa8djP2ggCiefS5if45fEe5k9WHJZjBSl1rQ8C587DEzqJmQYccExbUmXLFwzxcIQuawCPhMboqmG03t0LanCIzGLqWuzfwNTO5MkiO-vLGAGFHN9qlQJ7mZVIc7zZmckkG1MGzu_q8J8BLhpWXUKsdEDeUsqeJXx4', 'width': 640}]",ChIJx9y0KwfqwoAR5-sWU6kp8iA,"{'compound_code': '6Q2Q+96 La Cañada Flintridge, California, USA', 'global_code': '85636Q2Q+96'}",4.7,ChIJx9y0KwfqwoAR5-sWU6kp8iA,GOOGLE,"['tourist_attraction', 'park', 'point_of_interest', 'establishment']",7189.0,"1418 Descanso Dr, La Cañada Flintridge",,
